name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file,distribution_generated
Halesi meat shop and sekuwa corner,Family restaurant,Family restaurant,"MC8Q+996 Jagati, Bhaktapur, Nepal",Bhaktapur,27.6658296,85.4383976,5.0,1,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Royal jagati khajaghar and sekuwa corner,Restaurant,Restaurant,"Jagati(near checkpost, Bhaktapur 44600, Nepal",Bhaktapur,27.6658507,85.4387659,5.0,1,0,0,0,0,1,0.0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,,1
The Laphin House and Momo Centre,Restaurant,Restaurant,"MC9P+4J8, Bhaktapur 44800, Nepal",Bhaktapur,27.6677888,85.4365747,4.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Krishna Fast Food,Cafe,Cafe,"MCCQ+7H8, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6706541,85.4389575,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,,0
Shree Jagati Mithai Bhandar,Candy store,Candy store,"jagati, Bhaktapur 44800, Nepal",Bhaktapur,27.6665544,85.4377743,4.0,8,1,0,2,0,5,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Destination Restaurant &Bakery Cafe,Fast food restaurant,Fast food restaurant,"MC9P+394, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6676408,85.4359415,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Halu Khaja Ghar,Family restaurant,Family restaurant,"MC9Q+XHJ, Bhaktapur 44800, Nepal",Bhaktapur,27.670213,85.4389827,0.0,0,0,0,0,0,0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Chhitomitho momo,Restaurant,Restaurant,"MC8M+98V, Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6660273,85.4332801,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Center Momo & Burger House,Restaurant,Restaurant,"MC8M+9RM, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6659531,85.4345625,4.3,15,1,0,2,2,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
A One Liquor Shop,Bar,Bar,"Dhara chowk, Bhaktapur 44800, Nepal",Bhaktapur,27.6712166,85.4378953,5.0,3,0,0,0,1,2,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Namaste Kabhre Restro,Fast food restaurant,Fast food restaurant,"MC8P+QF7, Bhaktapur 44800, Nepal",Bhaktapur,27.6669134,85.436165,3.0,2,0,1,1,0,0,0.0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
Manandhar Hotel,Restaurant,Restaurant,"MC8P+FF5, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6661458,85.4362277,3.4,11,2,2,1,2,4,77.0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,,0
IHOB Cafe and Restaurant,Fast food restaurant,Fast food restaurant,"MCHQ+2FJ, Kamalpokhari Path, Bhaktapur 44800, Nepal",Bhaktapur,27.677582,85.438631,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Nawa Durga Khaja Ghar and Fast Food,Restaurant,Restaurant,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6752549,85.438541,3.0,2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
KV Lounge and Jagatiko Chhoila Pasal,Restaurant,Restaurant,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6765449,85.437712,4.0,134,0,2,30,73,29,105.0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,,1
The Box Hub,Bar,Bar,"MCHQ+2GR, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6776134,85.4387782,5.0,8,0,0,0,2,6,98.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1
Keshab Coffee Shop,Cafe,Cafe,"MCFQ+77J, Chyamasiha road, Bhaktapur 44800, Nepal",Bhaktapur,27.6732069,85.4381559,3.9,16,0,0,4,9,3,77.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,,1
Khwopa Beans Cafe,Coffee shop,Coffee shop,"MCFQ+67V, जगाती रोड, Bhaktapur 44800, Nepal",Bhaktapur,27.6731166,85.4380831,0.0,0,0,0,0,0,0,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Duwal house,Coffee shop,Coffee shop,"MCCR+R4F, Bhaktapur 44800, Nepal",Bhaktapur,27.672089,85.4403049,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
The sign cafe,Coffee shop,Coffee shop,"The sign cafe, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6756952,85.4377457,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Nagarkot Khaja & Thakali Bhojanalaya,Nepalese restaurant,Nepalese restaurant,"MCGQ+C28, Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6760335,85.4375354,5.0,6,0,0,0,2,4,98.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Yes Cafe,Cafe,Cafe,"Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6758349,85.4382209,3.0,4,0,1,2,1,0,101.5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Shiva ram house,Bar,Bar,"MCFQ+RXR, Bhaktapur 44800, Nepal",Bhaktapur,27.6746056,85.4399017,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
Mamako Coffee Shop,Coffee shop,Coffee shop,"MCCC+QX4, दुधपाटी मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6718891,85.4224559,3.0,2,0,1,0,1,0,112.0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0
Matina Cafe,Cafe,Cafe,"Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6715049,85.4298364,3.2,86,1,13,44,26,2,98.0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,,1
Lotus restaurant and rooftop bar,Indian restaurant,Indian restaurant,"MCCH+FRW, Taumadi Marg, Bhaktapur 44800, Nepal",Bhaktapur,27.6712409,85.4295755,2.3,3,2,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Shanghai Express | Chinese Restaurant,Chinese restaurant,Chinese restaurant,"14 Pottery Square, Bhaktapur 00001, Nepal",Bhaktapur,27.6699502,85.4277479,0.0,0,0,0,0,0,0,98.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
Surybanyak,Hamburger restaurant,Hamburger restaurant,"MC8G+P78, Suryabinayak 44800, Nepal",Suryabinayak,27.6668246,85.425633,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Aaditya Paanipuri ChanaChatpat & Cold Drinks,Restaurant,Restaurant,"MCCJ+59W, Bhaktapur 44800, Nepal",Bhaktapur,27.6703549,85.4310597,3.0,1,0,0,1,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Sagar Khaza Ghar,Restaurant,Restaurant,"MC9J+X64, Bhaktapur 44800, Nepal",Bhaktapur,27.6698976,85.4305634,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Planet Bhaktapur Hotel,Restaurant,Restaurant,"7, cha vdc, Mandev Marg, Bhaktapur 44800, Nepal",Bhaktapur,27.682026,85.4301483,4.7,273,0,0,12,107,154,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Mo:mo pasal,Momo restaurant,Momo restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6777681,85.4226628,5.0,6,0,0,0,2,4,84.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Mohan Newa Khazaghar,Restaurant,Restaurant,"MCF4+53Q, Bhaktapur 44800, Nepal",Bhaktapur,27.6729566,85.4052439,4.3,3,0,0,0,2,1,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Himalayan Takeaway Bhaktapur,Restaurant,Restaurant,"Kwachhen 8, Bhaktapur 44800, Nepal",Bhaktapur,27.6713509,85.4301202,5.0,1,0,0,0,0,1,91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Newari khaja and bara ghar,Restaurant,Restaurant,"MCCH+HXV, Bhaktapur 44800, Nepal",Bhaktapur,27.6714791,85.4299259,4.3,6,0,0,2,0,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sandar MoMo,Momo restaurant,Momo restaurant,"MCCC+JX6, Bhaktapur 44800, Nepal",Bhaktapur,27.6715316,85.4224053,3.3,3,1,0,0,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
DAJUBHAI KHAJA GHAR,Restaurant,Restaurant,"MCC8+JP7, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6715355,85.4167828,0.0,0,0,0,0,0,0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Aesamari Sattal,Coffee shop,Coffee shop,"MCCH+9J5, Bhaktapur 44800, Nepal",Bhaktapur,27.6708855,85.4290938,1.0,1,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Newari khajaghar & Sekuwa corner,Coffee shop,Coffee shop,"MC7C+HQR, Suryabinayak 44800, Nepal",Suryabinayak,27.6639829,85.4218836,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,0
"1990s laphing,dhara",Restaurant,Restaurant,"MCCQ+Q92, Garud Kundal Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6718977,85.438394,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Yomari Pasa:,Cafe,Cafe,"Kwachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.6715439,85.4301936,5.0,2,0,0,0,1,1,91.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
De'MoMo Factory Bhaktapur,Restaurant,Restaurant,"101 Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6672809,85.4234083,4.0,9,1,1,1,0,6,91.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Gamenic Cafe (Game Bar & Cafe),Bar,Bar,"1 Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6717182,85.438968,3.3,4,0,1,2,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1
Matina Laphing House,Cafe,Cafe,"MCCJ+F28 Kwachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.6711545,85.4300711,2.8,4,2,0,0,1,1,84.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Untouched like blue dawn,Cafe,Cafe,"MC9J+49H, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6678168,85.43099,0.0,0,0,0,0,0,0,98.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Sagar tea shop,Coffee shop,Coffee shop,"PC3Q+495, Bhaktapur, Nepal",Bhaktapur,27.7027997,85.4385237,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Nagarkot peace garden cafe,Coffee shop,Coffee shop,"6 Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.7028242,85.4399102,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
Friendship coffee shop,Coffee shop,Coffee shop,"MCGV+F4R, Bhaktapur 44800, Nepal",Bhaktapur,27.6763214,85.4428386,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Bamboo Brunch Restaurant,Restaurant,Restaurant,"PC5Q+CVF, Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.7085611,85.4396613,4.4,14,1,0,0,4,9,70.0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,,0
The Turning Point Restro,Fast food restaurant,Fast food restaurant,"Ghumti Ghar Bus Stop, Changunarayan Rd, Changunarayan 44600, Nepal",Changunarayan,27.705531,85.4403806,4.8,4,0,0,0,1,3,0.0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,,0
SISHIR RESORT,Restaurant,Restaurant,"PC4W+7WJ, Changunarayan 44600, Nepal",Changunarayan,27.705148,85.447923,5.0,2,0,0,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1
Pk Height Khaja Ghar,Restaurant,Restaurant,"PC3Q+4HG, Changunarayan Rd, Changunarayan, Nepal",Changunarayan,27.7028133,85.4389522,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pikhel Khaja Ghar,Bar,Bar,"PC2R+C2C Pikhel Bus Stop, Changunarayan Rd, Changunarayan, Nepal",Changunarayan,27.7010539,85.4400137,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Shankha lal khaja ghar,Fast food restaurant,Fast food restaurant,"MCXW+45J, Chhaling Road, Bhaktapur, Nepal",Bhaktapur,27.6978251,85.4453949,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Namaste Newa Fastfood,Restaurant,Restaurant,"MCHQ+5MC, 10 Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6780133,85.4391407,3.6,122,0,7,47,57,11,98.0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,,1
Alfa home,Coffee shop,Coffee shop,"JCXX+CFM, Suryabinayak, Nepal",Suryabinayak,27.6485793,85.448664,5.0,2,0,0,0,1,1,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
bhanye,Coffee shop,Coffee shop,"MCFW+X95, Bhaktapur 44800, Nepal",Bhaktapur,27.6748627,85.4459376,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1
Sathiko Bakes & Cakes,Cafe,Cafe,"Milanchowk, Suryabinayak-10, Suryabinayak, Nepal",Suryabinayak,27.6555219,85.4603871,3.0,2,0,1,1,0,0,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Phaidhoka Khaja Ghar,Restaurant,Restaurant,"Bhaktapur Nala Rd, फैढोका 44800, Nepal",फैढोका,27.668621,85.4662416,4.7,27,0,0,1,11,15,94.5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
Jay Himalayan Family Resort Restro,Restaurant,Restaurant,"Nalinchowk, Nepal",Nalinchowk,27.6569466,85.455566,3.9,18,0,0,5,10,3,70.0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,,1
Blunch Resort,Restaurant,Restaurant,"MC6X+C33, Suryabinayak, Nepal",Suryabinayak,27.6609597,85.4481456,4.3,45,0,0,6,23,16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Nakha Chhen Newari Restaurant,Restaurant,Restaurant,"kamalvinayak area, Bhaktapur 44800, Nepal",Bhaktapur,27.6831696,85.4539651,4.9,7,0,0,0,2,5,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,,1
Bar 555777,Bar,Bar,"MC5X+2PC, Suryabinayak, Nepal",Suryabinayak,27.6575716,85.4492298,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0
हाइवे खाजा घर,Fast food restaurant,Fast food restaurant,"MC6W+G6G, Bhatey Dhikoor Bus Stop, वाचामरी भाते-ढिकूर, Araniko Highway, Bhaktapur, Nepal",Bhaktapur,27.6613064,85.4455643,1.0,1,1,0,0,0,0,87.5,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,1
black cherry cafe,Fast food restaurant,Fast food restaurant,"JCWV+23W, Suryabinayak, Nepal",Suryabinayak,27.6451028,85.4427153,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Fast Food,Restaurant,Restaurant,"JCXX+6X3, Suryabinayak, Nepal",Suryabinayak,27.6480052,85.4499348,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
Friendship cofee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6767411,85.4428571,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0
Friendship coffee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6766696,85.4427921,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
LA: WO: Station,Restaurant,Restaurant,"Ratopati,Chhaling-5, Bhaktapur 44600, Nepal",Bhaktapur,27.6797431,85.4429394,4.7,9,0,0,0,4,5,96.5,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,,1
Purushottam Newa Khaja Ghar Restro,Asian restaurant,Asian restaurant,"Nagarkot Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6788682,85.4413761,4.0,108,0,1,24,59,24,77.0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,,1
Chawo khaja Ghar And Tea Point,Fast food restaurant,Fast food restaurant,"MCPV+7F, Bhaktapur, Nepal",Bhaktapur,27.6857468,85.4436662,4.5,2,0,0,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Chyasha cafe,Cafe,Cafe,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6763231,85.4398356,5.0,2,0,0,0,1,1,98.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1
Srisha's Dairy and Bakery,Cafe,Cafe,"Lancha falcha (Bhatkekyapati, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6813731,85.4448577,4.5,2,0,0,0,1,1,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Vintuna Khaja ghar,Asian restaurant,Asian restaurant,"MCJV+8MR, Bhaktapur 44800, Nepal",Bhaktapur,27.6808625,85.4441406,0.0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Maheshwor Khaja Pasal,Fast food restaurant,Fast food restaurant,"MCJV+HX2, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6813928,85.4448893,1.0,1,1,0,0,0,0,108.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Thakali Station,Asian restaurant,Asian restaurant,"Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6783117,85.4407716,3.6,99,0,5,39,46,9,87.5,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,,1
Dawa dai khaja ghar,Nepalese restaurant,Nepalese restaurant,"MCJV+PVR, Pipeline Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6818508,85.4446401,0.0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,,0
Lakhe Food Land,Fast food restaurant,Fast food restaurant,"nala road, Bhaktapur 44800, Nepal",Bhaktapur,27.6748528,85.4456897,0.0,0,0,0,0,0,0,51.0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,,0
Easy Fast Food,Coffee shop,Coffee shop,"MFJ3+WHF, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6829462,85.4532658,4.4,7,0,0,1,3,3,0.0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,1
Bhaktapur,Cafe,Cafe,"MCGR+6WV, Bhaktapur 44800, Nepal",Bhaktapur,27.675625,85.4422873,0.0,0,0,0,0,0,0,133.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
SHANDAR MO:MO,Restaurant,Restaurant,"Kamalbinayak, BATYAKAPATI, Nepal",BATYAKAPATI,27.6758611,85.448792,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Ram caafe,Restaurant,Restaurant,"MCFX+7MW, Bhaktapur, Nepal",Bhaktapur,27.6732467,85.4492083,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Shreya Newari Khaja Ghar,Family restaurant,Family restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.674057,85.4421886,3.0,1,0,0,1,0,0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Pond Station Hotel,Restaurant,Restaurant,"Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6752537,85.4481499,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Food Point Restro,Restaurant,Restaurant,"CHYAMASINGH, NALA ROAD, Bhaktapur 44800, Nepal",Bhaktapur,27.6749704,85.4451027,0.0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Bhakta,Fast food restaurant,Fast food restaurant,"MCFW+WC3, Bhaktapur 44800, Nepal",Bhaktapur,27.6747541,85.4460334,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Sandesh Computer,Internet cafe,Internet cafe,"MCGV+W6G, Bhaktapur 44800, Nepal",Bhaktapur,27.6773638,85.443104,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Sunil khaja ghar,Restaurant,Restaurant,"MC8G+5C3, Suryabinayak 44800, Nepal",Suryabinayak,27.6752491,85.4434855,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Lets Celebrate Family Resturant,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.67378,85.4421313,0.0,0,0,0,0,0,0,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
Pratik's Cafe,Cafe,Cafe,"MFQ3+332, Nagarkot Road, Changunarayan, Nepal",Changunarayan,27.687648,85.4526503,3.2,14,0,2,7,4,1,84.0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,,1
Himal shrestha,Bar,Bar,"MCGW+6X3, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6755069,85.4474094,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,0
Chhusyaki Traders,Bar,Bar,"MCGR+V8Q, Bhaktapur 44800, Nepal",Bhaktapur,27.6772092,85.4408656,3.6,21,0,1,8,10,2,74.67,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,,1
Bansbari Kitchen,Barbecue restaurant,Barbecue restaurant,"MFP5+JJF, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6865656,85.4590553,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Maligaun high Cafe,Coffee shop,Coffee shop,"JCQR+XMC, Suryabinayak, Nepal",Suryabinayak,27.6399236,85.4416878,4.5,2,0,0,0,1,1,0.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,1
Camper 01,Restaurant,Restaurant,"Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6862685,85.4514109,3.6,8,0,0,3,4,1,0.0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,1
Chusky's,Restaurant,Restaurant,"JCRP+X5G, Suryabinayak, Nepal",Suryabinayak,27.6423538,85.4354595,5.0,4,0,0,0,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Purushottam khaja ghar,Restaurant,Restaurant,"MCVX+6X2 challing gudi ratopati, Changunarayan 5, Nepal",Changunarayan,27.6930004,85.4498839,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
Balram khaja ghar,Fast food restaurant,Fast food restaurant,"JCRP+2WJ, Doleshor Path, Suryabinayak, Nepal",Suryabinayak,27.6400904,85.4372728,5.0,2,0,0,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1
Doleshwor kirana and khaja pasal,Restaurant,Restaurant,"JCQQ+P3R, Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,27.6393565,85.4376453,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Doleshwor Village Resort,Restaurant,Restaurant,"Doleshwor Mahadev Rd, Suryabinayak, Nepal",Suryabinayak,27.6430437,85.4356005,4.0,153,0,2,34,83,34,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Dulal tea shop,Cafe,Cafe,"Bhaktapur Nala Rd, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6705657,85.4623427,3.7,11,1,0,5,0,5,70.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0
Friendship restro,Restaurant,Restaurant,"suryabinayek, Kathmandu 44600, Nepal",Kathmandu,27.6603735,85.4485444,4.0,4,0,0,1,2,1,94.5,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,,1
Maya khaja ghar,Family restaurant,Family restaurant,"3 Araniko Highway, Suryabinayak 44811, Nepal",Suryabinayak,27.6608589,85.4466364,5.0,1,0,0,0,0,1,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,1
Pikhel Snooker and Pool House,Cafe,Cafe,"MCWX+WP4, Chhaling Road, Changunarayan, Nepal",Changunarayan,27.6972587,85.4493306,0.0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,0
Daju Vai Khaja Ghar,Restaurant,Restaurant,"MFR6+X22, Bhaktapur, Nepal",Bhaktapur,27.6923888,85.4600068,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
