name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,phone,price,rank,place_id,imageUrl,address,additionalInfo_Amenities_Restroom,url
Bikers Snooker House,Restaurant,Restaurant,"Suryabinayak 2, 44800, Nepal",Anantalingeshwar,27.664614,85.3663413,3.7,19,0,0,12,1,3.7,96,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,+977 986-6540500,,22,ChIJXXNLBiAb6zkR-Y311lkO9VI,https://lh3.googleusercontent.com/p/AF1QipOEEqwWCzGi38bMSBLnBZuOc5s8tI1WCoNKvTTS=w519-h240-k-no,"Suryabinayak 2, 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Bikers%20Snooker%20House&query_place_id=ChIJXXNLBiAb6zkR-Y311lkO9VI
Bikerz Point,Cafe,Cafe,"MCHM+8HW, Changunarayan Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6783543,85.4339395,5,7,0,0,0,2,5,70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,1,ChIJR4MJiHgb6zkRymQTvh4Hq00,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=InSfPClKszv6IUI-UfyR6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.46497&pitch=0&thumbfov=100,"MCHM+8HW, Changunarayan Rd, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Bikerz%20Point&query_place_id=ChIJR4MJiHgb6zkRymQTvh4Hq00
Binayak Fast Food & Sekuwa Corner,Fast food restaurant,Fast food restaurant,"MCGP+PVF, Bhaktapur 44800, Nepal",Bhaktapur,27.6768541,85.4371348,3,2,0,1,1,0,0,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,35,ChIJPUl6ikwb6zkR7XAB69uSLAg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkf0QUgkeh3c6o3sSQwuvA22mdVy6_tqhuJlXCpbubZX-W1wyFsgFX0tLl_SHlAMSi-WbWKDLaLHYs1ztSsCqI5qeeIdMypSjdk1M_qXPwSbeZIYNLviTHhN_JqSykO-iK48r9=w408-h544-k-no,"MCGP+PVF, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Binayak%20Fast%20Food%20%26%20Sekuwa%20Corner&query_place_id=ChIJPUl6ikwb6zkR7XAB69uSLAg
"Biryani Adda , Radhe Radhe , Bhaktapur",Indian restaurant,Indian restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6753198,85.3979596,3,10,0,3,4,3,3,84,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,+977 1-5914778,,14,ChIJ3d8JLQEb6zkRVVCc-YQivuQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjmEy2ZU0pDTeI4hwHdWtTayELWO-8_EV2d9-GsW_XdIQU_rXwRSbUUUnWIkZ6_33x_kPJ00jc2bule2YpcECMub5E1WRuy_OWKNvVuV89csB3M8tAFfFOYpYHrGQ6xi08aQY=w507-h240-k-no,"Bhaktapur, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Biryani%20Adda%20%2C%20Radhe%20Radhe%20%2C%20Bhaktapur&query_place_id=ChIJ3d8JLQEb6zkRVVCc-YQivuQ
Bisauni Restro,Restaurant,Restaurant,"Gatthaghar marga, Bhaktapur 44800, Nepal",Bhaktapur,27.6767413,85.375151,4.2,14,0,2,1,3,4.2,91,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,+977 984-6691586,,3,ChIJE8Uy2m4b6zkRG1vHH95IpUo,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxwX26EIEBnk3Pjh3O8ASTN8DO5ZPjiqlUE3iUlIGGbWdmO-wfSYhSKBZqsXxhjj6GfT9johhy0V4pr7qHFdnGHyKDlCpVj0b3xoEWAJiC4BhNAPSZKVi6o7Bof1XMFiCZNlYRVQ=w426-h240-k-no,"Gatthaghar marga, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Bisauni%20Restro&query_place_id=ChIJE8Uy2m4b6zkRG1vHH95IpUo
Bishal bhandari,Restaurant,Restaurant,"M978+54F, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.662928,85.3653101,3.9,27,0,5,6,4,3.9,70,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,38,ChIJCQhlcAAb6zkRw7U-mD52jCY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uNSLoq-TcuEkev-6JzdkRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.73314&pitch=0&thumbfov=100,"M978+54F, Anantalingeshwar 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Bishal%20bhandari&query_place_id=ChIJCQhlcAAb6zkRw7U-mD52jCY
Bishal Momo,Momo restaurant,Momo restaurant,"Kathmandu 44600, Nepal",Kathmandu,27.6733609,85.4051482,4.4,85,0,0,8,42,35,38,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,+977 986-0678504,,27,ChIJeXGk8vsZ6zkR4vyBOvJ4-bc,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxChAGSds9osQFbBxcG6_Aqk-wnd2ydM6Scj_st9SnQn5l5DBXNqukeH7EZip1Cbj8NPryyVUL9ISEdAE4PncWrYveY_oIRuMjSUZVbK3TFWQfR7i6bfdlYXGaqxVgMMUxjBqtv9Q=w408-h544-k-no,"Kathmandu 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Bishal%20Momo&query_place_id=ChIJeXGk8vsZ6zkR4vyBOvJ4-bc
bishnu mo m,Restaurant,Restaurant,"MC9H+P6H, Rammandir Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6693229,85.4281027,5,1,0,0,0,0,1,84,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 984-1753676,,65,ChIJ23IC6yEb6zkRS2DELf9d3ng,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwP-aem_eQ8WXtF8Sn7E4mo7_9W6f-cFDzbUBCUeI5YU-pZUya3qSKQCfVkjApgnAGy8nb3e48RqCulW_Kt7HUzxRPhsyrakkAemTKZeZf3KrflEn6YBZFWSgVdxs3IrM4mha6nUA=w426-h240-k-no,"MC9H+P6H, Rammandir Rd, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=bishnu%20mo%20m&query_place_id=ChIJ23IC6yEb6zkRS2DELf9d3ng
black cherry cafe,Fast food restaurant,Fast food restaurant,"JCWV+23W, Suryabinayak, Nepal",Suryabinayak,27.6451028,85.4427153,5,1,0,0,0,0,1,70,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,12,ChIJ0yJxZwAP6zkR9Ri_3r97hIg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gSqp8N6vBh3aDuTOhf5EmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.612236&pitch=0&thumbfov=100,"JCWV+23W, Suryabinayak, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=black%20cherry%20cafe&query_place_id=ChIJ0yJxZwAP6zkR9Ri_3r97hIg
BLUE HEAVEN RESTRO & SWIMMING POOL,Restaurant,Restaurant,"Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6939988,85.3745735,3.6,101,0,6,39,47,9,86,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,+977 984-1293353,,20,ChIJoed4pgEb6zkR8cMXElGY1Ms,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwlhZspKzyRbFZ7QFjvrCCgN0OZmJxuaEPZ0HvI0IYI6X5wGrjlk4Kq2-D7VomqNDgPQFyElzkaVroWs1lo566tKigE7U62SOOCHUq1iO_HSVuNueqUREMtXrd1jPJVz-T-6K8=w408-h306-k-no,"Kageshwori Manohara 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=BLUE%20HEAVEN%20RESTRO%20%26%20SWIMMING%20POOL&query_place_id=ChIJoed4pgEb6zkR8cMXElGY1Ms
Blue Sky Cafe,Restaurant,Restaurant,"M9C7+PV9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6717998,85.3647335,4.1,16,0,1,4,4,4.1,63,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,,,48,ChIJlV3Wbasb6zkR4JhW5RBBWFo,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BJUk_KyowovdsTUB854XZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.27219&pitch=0&thumbfov=100,"M9C7+PV9, Anantalingeshwar 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Blue%20Sky%20Cafe&query_place_id=ChIJlV3Wbasb6zkR4JhW5RBBWFo
Bluemoon homestay and Restaurant,Restaurant,Restaurant,"1 Sallaghari, Bhaktapur 44800, Nepal",Bhaktapur,27.6751651,85.4085202,4.8,13,0,0,0,5,8,105.5,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,+977 985-1110566,,13,ChIJDVl62OIb6zkRDSJCFUdave8,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTmi3PAP_4SvJzffflpnC5q6jQ5Tuc1CNRXx_YacMxUvvBurAtM7UOxDwZ4Aus5G8JIDWLTamJGkxLEbDLdDLzNgckDtCmC0jql7GnCjoB8Z21hiJqet1oeHUiIxwbjTidHLPcpaKW47PH=w533-h240-k-no,"1 Sallaghari, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Bluemoon%20homestay%20and%20Restaurant&query_place_id=ChIJDVl62OIb6zkRDSJCFUdave8
Blunch Resort,Restaurant,Restaurant,"MC6X+C33, Suryabinayak, Nepal",Suryabinayak,27.6609597,85.4481456,4.3,4,0,0,1,2,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 984-3169532,,18,ChIJpfzrfysP6zkRZqEXKRgu_Rg,https://lh3.googleusercontent.com/p/AF1QipNjYC6O4GF6-fx5PkBFnJRTZLUrSb1WY4UH4YYY=w408-h306-k-no,"MC6X+C33, Suryabinayak, Nepal",,https://www.google.com/maps/search/?api=1&query=Blunch%20Resort&query_place_id=ChIJpfzrfysP6zkRZqEXKRgu_Rg
BM Brothers Bekery and Coffee Shop,Bakery,Bakery,"M969+FWV, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6612252,85.369799,3.5,23,0,2,8,13,3.5,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 984-4419276,,18,ChIJFesMIgAb6zkRzOmuW_FpEjo,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzjk4bq_p7UE4VskekQjNNZJankNuiX5-BIQmrkypnPgHWGQgL6KZqwbj4dZ4QKHksGbv_yMUotwdOVLi2IaFMypgCmhl2fqr59ah8NWl9M19UrLFpJJD5EI2LS26Ti0d5HW5SPc19JC47s=w408-h306-k-no,"M969+FWV, Anantalingeshwar 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=BM%20Brothers%20Bekery%20and%20Coffee%20Shop&query_place_id=ChIJFesMIgAb6zkRzOmuW_FpEjo
Bode sentitar,Coffee shop,Coffee shop,"M9QV+Q6G, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6892273,85.3932541,3.6,14,0,3,5,1,3.6,84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,26,ChIJkbqyOgAb6zkRKddKJ5w5OEY,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyAaz9lebZdsaycXgWrUP0vunV_VqR1ShZi8EbXhU_5Zask3Xfi8x-ez-eoMjctb8mA7VC7kUgBMZ51MDV-okWoF9CWAaB4lM7BqFHaiO0LHjtFNLKAFpDG6uMLxmit6P2Zkt0zFg56491K=w408-h307-k-no,"M9QV+Q6G, Madhyapur Thimi 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Bode%20sentitar&query_place_id=ChIJkbqyOgAb6zkRKddKJ5w5OEY
Bread Box Bakery and Cafe,Bakery,Bakery,"M988+5GC, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6653898,85.366322,3.9,18,2,0,5,2,3.9,98,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,+977 980-3530600,,15,ChIJsQvcUgAb6zkR9uzfa85mgTU,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwkBaF-twE0qbxgruHyrB0zRUEXxRhT3Qf4RaeiI5gZAzxrdiPtYZKI3N6LM4YTYVX37XeHsbalyg3bMz0Z4PeHQr0tbiOXYxApFIzgHicYnt1fSPGtlE1-6wwlcELD8Cmkj2NG=w408-h541-k-no,"M988+5GC, Anantalingeshwar 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Bread%20Box%20Bakery%20and%20Cafe&query_place_id=ChIJsQvcUgAb6zkR9uzfa85mgTU
Break Time,Family restaurant,Family restaurant,"PC58+V2G, Changunarayan 44600, Nepal",Changunarayan,27.7095616,85.4149692,3.8,26,0,1,6,17,3.8,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,2,ChIJkxVCUwAb6zkRG36IwGMeoZo,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypLU1ci6nD4kMLKzVBpTYDJRexGudRG7Widdb2l4bHZkcZfx6XSvaAYnvcjt0NXfH52QAFehZDhoh32QqO6ylPDxvDfRK6Xh4mi_rx3RhLIUnDeZ6nEpivIwMVRXBYiccXZBij8ZsvBgx7=w533-h240-k-no,"PC58+V2G, Changunarayan 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Break%20Time&query_place_id=ChIJkxVCUwAb6zkRG36IwGMeoZo
Brotherhood Liquor Shop,Bar,Bar,"M9F7+8XJ, Hanumante Chowk Bus Stop, F091, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6733387,85.364884,4.2,26,0,3,1,11,4.2,90,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,11,ChIJ9V4tzDkb6zkRwvkup_BAiGc,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AnmFogwJBgQrQYsB5Ufigw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.53441&pitch=0&thumbfov=100,"M9F7+8XJ, Hanumante Chowk Bus Stop, F091, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Brotherhood%20Liquor%20Shop&query_place_id=ChIJ9V4tzDkb6zkRwvkup_BAiGc
Brothers cafe.,Coffee shop,Coffee shop,"M98F+P56, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6667533,85.3726955,3.8,20,1,2,3,9,3.8,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3,ChIJSbuuTgAb6zkRUK01YvuaRiY,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XWqnFFKepwvR5GbnLatuHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.17061&pitch=0&thumbfov=100,"M98F+P56, Anantalingeshwar 44600, Nepal",,https://www.google.com/maps/search/?api=1&query=Brothers%20cafe.&query_place_id=ChIJSbuuTgAb6zkRUK01YvuaRiY
Brothers food cafe,Family restaurant,Family restaurant,"MCH4+6RV, Bhaktapur Road, Changunarayan 44800, Nepal",Changunarayan,27.678122,85.4070447,4.5,36,0,0,3,17,16,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31,ChIJOYeCAwAb6zkRjjT1dOO_aJA,,"MCH4+6RV, Bhaktapur Road, Changunarayan 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Brothers%20food%20cafe&query_place_id=ChIJOYeCAwAb6zkRjjT1dOO_aJA
BUBBLE TEA (ORIGINAL) BHAKTAPUR,Bubble tea store,Bubble tea store,"Taumadhi Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6712877,85.429486,3.2,10,0,1,7,1,3.2,73.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+977 985-1038867,,12,ChIJp6TtfiEb6zkRclaFfmeIspg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyo7-iEXw-l7LV7RcG09_vXlH30BsZPfUF7aAb25CzWk7z9gQ6jIRYWitVScH9jyz-WHCTjZNre02HV_-R-nraPJZudtKhZp5QDkgMfeN7zYHSq1m76GOtiseZ3TexU81J6meRQdg=w408-h544-k-no,"Taumadhi Square, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=BUBBLE%20TEA%20(ORIGINAL)%20BHAKTAPUR&query_place_id=ChIJp6TtfiEb6zkRclaFfmeIspg
Buddy's Cafe Gothatar,Fast food restaurant,Fast food restaurant,"Kathmandu 44600, Nepal",Kathmandu,27.6999773,85.367482,4.8,13,0,0,0,5,8,98,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,+977 985-1280225,,20,ChIJC7OqTXUb6zkRQlA3u_iRZdc,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzdZWcbhco2tVkV_c2LInqD85VHUus4uSDoWNNNGMpkKZk49Tl0Npk9yrAZctsvYc9eT5so0mEIV44ql8kVS74Ey9hfpeAh3FQoWqCukB9v8emuDZf3n0VS-ZohyLv4EPZlFzU=w408-h412-k-no,"Kathmandu 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Buddy's%20Cafe%20Gothatar&query_place_id=ChIJC7OqTXUb6zkRQlA3u_iRZdc
Busy Bee Restro,Restaurant,Restaurant,"MCF5+GWP, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6738313,85.4098194,4.4,57,0,0,6,28,23,91,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,,,8,ChIJD5Wtm5Aa6zkRzYMlllNb1dE,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GdxqNSPd7efiuojaUOaLnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.62668&pitch=0&thumbfov=100,"MCF5+GWP, Nagarkot Road, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Busy%20Bee%20Restro&query_place_id=ChIJD5Wtm5Aa6zkRzYMlllNb1dE
Byasi khaja ghar,Fast food restaurant,Fast food restaurant,"MCGG+4QQ, Bhaktapur 44800, Nepal",Bhaktapur,27.6753468,85.4269932,5,2,0,0,0,1,1,70,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,+977 982-3404259,,89,ChIJ3S0SOgAb6zkRQpR1BrQdFeo,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xY5hFg-Y95Fq-ioeur1qpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.32187&pitch=0&thumbfov=100,"MCGG+4QQ, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Byasi%20khaja%20ghar&query_place_id=ChIJ3S0SOgAb6zkRQpR1BrQdFeo
C.B. Coffee Shop,Coffee shop,Coffee shop,"M9CM+MW2, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6716327,85.3847579,4.2,19,0,0,5,6,4.2,98,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,+977 984-1418151,,18,ChIJL9GW4G8a6zkREexgr9na2gY,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdhdU8zC2C27C99X509o_wTmzEUmkMO3W_imQNNxFR0q4aZsiAXP4imr4E41dtIr72C0gYKQLRAxXpFwnHDsHVl0n4hgLmKgDCuuaeEjK2cz3D7TyuPncgTeEwCovCW7JAT5XV=w408-h408-k-no,"M9CM+MW2, Madhyapur Thimi 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=C.B.%20Coffee%20Shop&query_place_id=ChIJL9GW4G8a6zkREexgr9na2gY
Café:In,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.664202,85.4217985,4.5,271,0,0,21,125,125,74.75,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,+977 984-9826334,,4,ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,https://lh3.googleusercontent.com/p/AF1QipONU3AGym-sk-_VvhjH2xnPtYBHoIv-oNMw59oW=w408-h401-k-no,"Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%3AIn&query_place_id=ChIJ7Z2XjEwb6zkRd5jpjRqZTrE
Cafe Boh,Restaurant,Restaurant,"Radhe Radhe, Bhaktapur 44800, Nepal",Bhaktapur,27.6783498,85.3984108,3,1,0,0,1,0,0,101.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,+977 976-1806804,,6,ChIJv_9Pr3Qb6zkRj3OehCnTFzk,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxRHEmyYfnySoGJLzyM4kT8Bnxr9OUl_vxiiyNpeZjllCRiQf961ZY8dki3S01tQwWvtbsBHVF8oKAisu16LhRupx7iMCVc5RB99mMqhW2ZrqOahkQaqEdE4hvC-upKlic044H=w426-h240-k-no,"Radhe Radhe, Bhaktapur 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Cafe%20Boh&query_place_id=ChIJv_9Pr3Qb6zkRj3OehCnTFzk
CAFE D.KEBAH:,Cafe,Cafe,"Kamerotar, Madhyapur Thimi 5, Nepal",Madhyapur Thimi,27.676537,85.3930194,3.4,26,5,3,6,1,3.4,98,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,+977 985-1098756,,5,ChIJY-uoDiwb6zkRx9BHjUonErU,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfS0d4-2YFf_NKOJ79-E4IpVaxlQQmZsVkXLeTMZqDODvW-qm2BeAYhmZpKeUi94zfJBSGBRuncT-CQPZCpHAfJCw6IbYK5mw3_5tpZxiFmrYCC6QrseVd1i45wfXleKPnxb0=w520-h240-k-no,"Kamerotar, Madhyapur Thimi 5, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=CAFE%20D.KEBAH%3A&query_place_id=ChIJY-uoDiwb6zkRx9BHjUonErU
Cafe De Bonjour,Fast food restaurant,Fast food restaurant,"MCFG+3MP, Bhaktapur 44800, Nepal",Bhaktapur,27.6727303,85.4267056,5,6,0,0,0,2,4,87,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 976-7238839,,44,ChIJMWQKOgAb6zkRzyrIzAdPKSI,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FpxNfYhpBvgMBO01foSRFw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.033425&pitch=0&thumbfov=100,"MCFG+3MP, Bhaktapur 44800, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Cafe%20De%20Bonjour&query_place_id=ChIJMWQKOgAb6zkRzyrIzAdPKSI
Cafe JAC Bhaktapur,Restaurant,Restaurant,"Suryabinayak 44800, Nepal",Suryabinayak,27.6652664,85.4226844,5,3,0,0,0,1,2,91,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,+977 986-0415789,,20,ChIJSdUdyfcb6zkRnUq5A9OdlXg,https://lh3.googleusercontent.com/p/AF1QipN_10BxoF3dEiwGYFj4FQQrHLvccwcpjvp-1Qsr=w408-h306-k-no,"Suryabinayak 44800, Nepal",,https://www.google.com/maps/search/?api=1&query=Cafe%20JAC%20Bhaktapur&query_place_id=ChIJSdUdyfcb6zkRnUq5A9OdlXg
Cafe Lucid,Coffee shop,Coffee shop,"M9F8+RQF, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6746089,85.3669585,4.1,13,0,1,1,7,4.1,94.5,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,+977 976-7305811,,15,ChIJHcvDWQAb6zkRXJ-MxDKc-Kk,https://lh3.googleusercontent.com/p/AF1QipOH07-01ir0DgYIhc4mcg_CASMKbbLKLQAdxkwg=w408-h479-k-no,"M9F8+RQF, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Cafe%20Lucid&query_place_id=ChIJHcvDWQAb6zkRXJ-MxDKc-Kk
Cafe Sayto Kalo,Coffee shop,Coffee shop,"M9MP+6G5, Bahakha Bazar Bus Stop, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6830101,85.3863668,5,2,0,0,0,1,1,101.5,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,,,1,ChIJ3cJS6fQb6zkRst9zLCNdgnM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy31IRpXGi3-s0K6Hox8xedhwj9Go1vZDEB9rKtLLrdpZu5I3gtZQyy71m5a2OpZtayKNIh31jK9LBIIwqtBOureZtVBmhA-VD_xbwLHx90HLv9VBsDUvutsonN0tPgnApJqcs1=w408-h725-k-no,"M9MP+6G5, Bahakha Bazar Bus Stop, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Cafe%20Sayto%20Kalo&query_place_id=ChIJ3cJS6fQb6zkRst9zLCNdgnM
Cafe Silichung,Coffee shop,Coffee shop,"M9MQ+GV8, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6837496,85.3897351,4.1,15,0,0,3,8,4,99.75,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 986-2142971,,12,ChIJN44nLQAb6zkRjA5VXdbeAeU,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4yKG4jS6wMGT3poRh8o-ouaDxXtzQ7mxBPCDn-onV7n4WW1SmjuHGWKXTQ8LCLo0lkAo_RFnjfnIbSBlDrdZfEGLfOtIwWLoUVuuvruq_LWiRsBWgYJeA2rIgXb_9OsO2tAakY1UcOKw=w408-h306-k-no,"M9MQ+GV8, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Cafe%20Silichung&query_place_id=ChIJN44nLQAb6zkRjA5VXdbeAeU
Cafe United,Coffee shop,Coffee shop,"M9JQ+MCC, Thimi, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6816941,85.3885169,1,1,1,0,0,0,0,84,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,+977 986-0038257,,10,ChIJu6S_MQAb6zkR6nsKrG0MqtA,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RhlDtijh2Vp-iuFpWC0hFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.20944&pitch=0&thumbfov=100,"M9JQ+MCC, Thimi, Madhyapur Thimi 44600, Nepal",TRUE,https://www.google.com/maps/search/?api=1&query=Cafe%20United&query_place_id=ChIJu6S_MQAb6zkR6nsKrG0MqtA
